Batch ID,Test Date,Material ,Supplier,Heat Treatment,Sample Thickness (mm),Hardness (HRC),Tensile Strength (MPa),Yield Strength (MPa),Elongation (%),Carbon Equiv (%),Test Temp (C),Cycles to Failure,Defect Count,Operator,Test Machine,Pass/Fail,Notes
B2023-00606,2023-11-25,Steel 4140,Supplier B,As-Received,22.79,29.1,710.3,565.6,21.8,0.348,23.9,7525.0,1.0,T. Nguyen,UTM-3,Fail,
B2023-01188,2023-06-30,Steel 4140,Supplier A,As-Received,7.81,35.0,981.9,717.9,18.6,0.305,23.3,,0.0,R. Patel,UTM-3,Pass,
B2023-00570,15-Jul-2023,Copper C110,Supplier D,Normalized,3.15,9.8 hrc,235.4,196.2,32.8,0.429,,16927.0,0.0,A. Silva,UTM-1,Pass,Slight misalignment during test
B2024-00781,2024-02-13,Aluminum 6061,Supplier B,Normalized,11.9,12.4,224.6,178.7,17.2,0.246,24.3,6216.0,4.0,T. Nguyen,HT-4,Fail,
B2023-00063,2023-10-18,Stainless 304,Supplier A,Quenched & Tempered,12.3,20.1,685.1,516.4,41.2,0.361,20.0,,0.0,T. Nguyen,UTM-3,Pass,
B2024-00683,28-Feb-2024,Steel 4140,Supplier B,As-Received,6.98,33.3,622.8,532.3,24.0,0.301,156.4,3196.0,3.0,T. Nguyen,HT-4,Fail,
B2022-01028,08-Oct-2022,Titanium Ti-6Al-4V,Supplier A,Annealed,8.97,39.3HRC,1019.4,934.2,12.0,0.338,21.3,,1.0,T. Nguyen,UTM-3,Pass,
B2024-00592,02/15/2024,Stainless 304,supplier c,Annealed,2.6,20.0 HRC,554.9,473.7,44.5,0.299,20.5,12878.0,0.0,R. Patel,UTM-1,Fail,Surface porosity observed
B2022-00937,26-Oct-2022,Stainless-304 ,Supplier C,Normalized,12.74,26.2,693.7,551.9,43.8,0.368,23.8,44455.0,0.0,R. Patel,UTM-3,Fail,
B2024-00498,2024-05-26,Steel 4140,Supplier C,Quenched & Tempered,9.22,32.3,1013.2,820.8,21.3,0.316,22.5,,0.0,R. Patel,UTM-3,Pass,
B2022-01129,23-Dec-2022,Copper C110,Supplier A,Annealed,6.58,8.9,216.8,177.4,35.4,0.392,,11792.0,2.0,M. Chen,HT-4,Pass,
B2023-00634,08/05/2023,Aluminum 6061,Supplier B,Annealed,13.51,14.0,241.8,211.1,12.8,0.434,23.7,,3.0,T. Nguyen,HT-4,Fail,
B2022-00468,19-Jun-2022,Copper C110,Supplier B,As-Received,2.87,10.2,191.6,159.0,34.5,0.35,20.9,10247.0,4.0,A. Silva,UTM-1,Pass,
B2023-00739,2023-01-04,Steel 4140,Supplier B,Normalized,9.01,35.3 HRC,836.0,700.8,18.5,0.187,18.4,8928.0,4.0,J. Kim,HT-4,Pass,
B2023-00981,17-Apr-2023,Steel 4140,Supplier B,As-Received,20.56,31.5,706.6,593.8,20.3,0.172,13.1,,3.0,J. Kim,UTM-3,Fail,
B2023-00545,2023-06-24,STEEL 4140 ,Supplier C,Normalized,16.82,33.9HRC,996.1,765.7,,0.318,,75371.0,0.0,M. Chen,UTM-3,Pass,
B2022-00904,07/19/2022,Copper C110,Supplier B,As-Received,1.21,8.5,168.6,133.4,36.4,0.296,21.3,12702.0,1.0,M. Chen,UTM-3,Fail,Grain flow irregular near edge
B2023-01075,2023-12-09,Aluminum 6061,Supplier C,Quenched & Tempered,12.47,14.2,318.4,266.2,17.1,0.234,21.4,,1.0,A. Silva,UTM-1,Pass,
B2022-01351,05/17/2022,Copper C110,Supplier B,Annealed,3.17,8.9,182.1,153.9,35.0,0.397,,20962.0,2.0,J. Kim,UTM-2,Fail,
B2022-00285,28-Sep-2022,Titanium Ti-6Al-4V,Supplier C,Quenched & Tempered,3.58,38.2HRC,1110.8,896.9,8.2,0.367,16.5,46962.0,3.0,J. Kim,UTM-1,Pass,
B2023-00570,07/17/2023,Copper C110,Supplier D,Normalized,1.41,7.7,218.8,177.9,35.0,0.447,23.0,,0.0,R. Patel,UTM-1,Pass,
B2024-00246,2024-07-19,Stainless 304,Supplier B,Normalized,12.35,22.4,525.2,443.4,50.3,0.374,24.1,22279.0,1.0,J. Kim,UTM-3,Fail,
B2024-00600,06/08/2024,Aluminum 6061,Supplier C,Normalized,3.47,10.0,279.7,225.7,16.1,0.317,21.0,14897.0,3.0,M. Chen,UTM-3,Pass,"Cold room, verify temp log"
B2022-01271,2022-12-30,Copper C110,Supplier A,Quenched & Tempered,4.93,10.4,266.8,211.6,37.7,0.322,25.6,21102.0,2.0,M. Chen,UTM-2,Pass,
B2023-00454,03-Apr-2023,Aluminum 6061,Supplier B,Quenched & Tempered,9.36,13.4,194.1,165.1,15.0,0.368,173.7,2273.0,2.0,R. Patel,UTM-1,Fail,
B2023-00820,06-Apr-2023,Stainless 304,Supplier C,Quenched & Tempered,3.52,25.5,725.1,627.1,42.6,0.316,22.6,12192.0,3.0,M. Chen,HT-4,Pass,
B2022-00418,12/05/2022,Steel 4140,Supplier C,Normalized,17.34,33.5,937.5,724.7,19.3,0.363,16.8,15904.0,2.0,R. Patel,UTM-1,Pass,
B2024-00906,07/30/2024,Aluminum 6061,Supplier B,Annealed,13.92,13.2,257.0,210.7,11.4,0.41,22.6,,0.0,J. Kim,UTM-2,Pass,
B2022-00908,12/12/2022,copper c110,Supplier D,As-Received,6.78,9.7,226.6,194.4,35.0,0.319,22.1,,1.0,J. Kim,UTM-2,Pass,
B2023-00332,2023-10-26,Aluminum 6061,Supplier B,Annealed,14.11,15.1,241.7,192.0,12.4,0.304,,,2.0,J. Kim,UTM-2,Fail,
B2022-00323,17-May-2022,copper c110,Supplier C,Annealed,1.65,7.6 HRC,179.0,147.2,36.3,0.303,,21094.0,2.0,J. Kim,HT-4,Fail,
B2023-00934,2023-07-08,Steel 4140,Supplier A,Quenched & Tempered,7.74,35.1,1112.9,940.6,17.6,0.429,22.9,,1.0,M. Chen,UTM-3,Pass,
B2024-00366,25-Apr-2024,Titanium Ti-6Al-4V,Supplier D,Annealed,14.72,34.6,943.4,738.6,14.4,0.411,,17570.0,1.0,J. Kim,UTM-1,Fail,
B2022-00871,09-Sep-2022,Copper C110,Supplier B,Quenched & Tempered,4.28,9.5,216.3,181.9,40.4,0.464,21.6,,2.0,M. Chen,UTM-2,Pass,
B2024-00581,01/09/2024,Steel 4140,Supplier B,Annealed,7.22,34.0,753.4,639.0,17.7,0.474,23.9,,4.0,J. Kim,UTM-3,Fail,
B2023-00281,02/17/2023,Stainless-304 ,Supplier A,Normalized,9.18,21.2,622.2,493.2,46.1,0.344,18.2,,0.0,A. Silva,UTM-2,Pass,
B2023-00355,23-Jan-2023,Aluminum 6061,Supplier B,Normalized,11.28,17.1,282.7,241.4,18.2,0.424,25.6,62532.0,1.0,T. Nguyen,UTM-2,Pass,
B2024-01157,2024-05-16,Aluminum 6061,Supplier A,Quenched & Tempered,5.68,13.0,307.9,262.1,13.5,0.227,24.3,,0.0,R. Patel,UTM-1,Pass,
B2022-00553,05-Sep-2022,Steel 4140,Supplier_A,Annealed,14.83,33.1,942.7,792.5,16.1,0.268,24.3,,0.0,T. Nguyen,HT-4,Fail,Sample slipped in grips - discard?
B2023-01346,30-Mar-2023,Stainless 304,Supplier A,Quenched & Tempered,15.15,20.7,623.2,,,0.362,17.1,60096.0,0.0,T. Nguyen,HT-4,Pass,
B2023-00016,2023-06-02,Aluminum 6061, Supplier A,As-Received,13.41,12.0,283.4,249.3,17.2,0.249,21.9,59892.0,1.0,A. Silva,HT-4,Pass,
B2023-00513,06/26/2023, Aluminum6061,Supplier C,Annealed,7.86,12.0 hrc,293.0,251.0,11.7,0.434,21.2,4549.0,2.0,A. Silva,UTM-2,Fail,
B2024-00561,2024-06-12,Steel 4140,SUPPLIER D ,Quenched & Tempered,22.82,30.4,1075.4,864.8,,0.416,22.0,,1.0,T. Nguyen,HT-4,Pass,
B2023-00977,11/20/2023,Steel 4140,Supplier D,As-Received,18.49,33.4,1034.2,849.7,15.1,0.251,24.1,,2.0,J. Kim,UTM-2,Pass,
B2022-00852,2022-10-05,Aluminum 6061,Supplier B,Normalized,8.95,12.5,269.1,225.3,15.7,0.456,28.6,,2.0,M. Chen,UTM-2,Fail,
B2024-01386,04/18/2024,Copper C110,Supplier C,Quenched & Tempered,3.1,9.2,241.5,169.6,38.6,0.295,23.1,44733.0,0.0,R. Patel,UTM-2,Pass,
B2022-00865,11/20/2022,Steel-4140,Supplier C,Quenched & Tempered,18.39,31.2,1023.5,839.4,12.8,0.278,18.9,,1.0,M. Chen,UTM-3,Pass,
B2023-00748,2023-01-12,Copper C110,Supplier A,Quenched & Tempered,9.81,8.7,238.5,207.7,,0.272,20.4,23650.0,1.0,J. Kim,UTM-3,Pass,
B2022-00450,29-Sep-2022,Copper C110,Supplier D,Annealed,5.6,9.4,242.9,189.2,34.5,0.497,22.4,,1.0,J. Kim,HT-4,Pass,
B2023-01370,25-Oct-2023,Aluminum 6061,Supplier D,Normalized,3.13,14.2,294.7,236.1,15.1,0.268,20.7,,0.0,A. Silva,HT-4,Fail,
B2023-00512,06/17/2023,Copper C110,Supplier_C,Annealed,2.53,7.7,212.2,181.3,34.5,0.383,21.2,68654.0,0.0,T. Nguyen,UTM-1,Pass,
B2023-01190,25-Jul-2023,Titanium Ti-6Al-4V,Supplier C,Quenched & Tempered,5.56,38.0,1080.9,828.8,7.4,0.498,21.1,,0.0,A. Silva,HT-4,Pass,
B2023-00633,23-Oct-2023,Aluminum 6061,SUPPLIER A ,Quenched & Tempered,14.0,13.5,337.6,288.4,15.9,0.279,21.4,20364.0,1.0,T. Nguyen,HT-4,Pass,
B2023-00362,2023-04-29,Copper C110,Supplier D,Quenched & Tempered,6.45,8.1,216.4,158.3,34.3,0.368,153.4,,0.0,A. Silva,UTM-1,Pass,
B2023-00447,27-Mar-2023,Titanium Ti-6Al-4V,Supplier D,Annealed,6.67,37.9,974.4,833.8,7.3,0.236,28.2,17038.0,1.0,T. Nguyen,UTM-3,Pass,
B2024-00014,06/02/2024,Titanium Ti-6Al-4V,SUPPLIER C ,Normalized,3.93,35.2,990.8,804.4,10.1,0.26,22.2,24581.0,0.0,M. Chen,UTM-1,Pass,
B2022-01206,2022-11-17,Copper C110,supplier a,As-Received,8.79,9.0 HRC,196.2,148.1,,0.267,21.8,5925.0,2.0,M. Chen,UTM-1,Pass,
B2023-01126,03/16/2023,Copper C110,Supplier C,As-Received,1.0,9.6,229.0,182.6,34.4,0.352,26.2,,,R. Patel,HT-4,Pass,
B2024-00466,2024-03-16,Stainless 304,supplier c,As-Received,12.44,20.8 hrc,533.0,471.2,51.0,0.357,24.2,,2.0,J. Kim,HT-4,Fail,
B2024-00561,06/13/2024,Steel 4140,Supplier D,Quenched & Tempered,15.01,33.8,1080.2,809.4,20.0,0.377,31.6,20810.0,2.0,M. Chen,HT-4,Pass,
B2024-00822,07/11/2024,Copper C110, Supplier C,As-Received,6.9,7.6,216.1,189.9,32.5,0.44,23.0,12574.0,2.0,,UTM-2,Pass,
B2022-00566,2022-08-28,Copper C110,Supplier B,Annealed,6.98,11.9 HRC,186.1,151.0,37.6,0.338,21.8,,4.0,T. Nguyen,HT-4,Fail,
B2024-00701,2024-07-20,Aluminum 6061,Supplier_C,Annealed,2.57,13.8,282.7,230.7,13.7,0.272,26.1,14819.0,2.0,M. Chen,UTM-1,Fail,
B2022-00923,01-Dec-2022,Copper C110,Supplier A,Quenched & Tempered,3.67,10.4HRC,266.0,218.0,37.1,0.347,18.1,10459.0,3.0,A. Silva,UTM-2,Pass,
B2024-01334,05/18/2024,STAINLESS 304,Supplier B,Annealed,13.44,21.2 hrc,499.2,390.4,47.7,0.376,22.4,9306.0,4.0,T. Nguyen,UTM-2,Fail,
B2023-00010,2023-11-20,Titanium Ti-6Al-4V,Supplier A,As-Received,15.58,37.6,841.8,658.4,15.7,0.211,146.8,,0.0,T. Nguyen,UTM-2,Fail,
B2022-01102,06/01/2022,Steel 4140,Supplier A,Normalized,15.16,30.2,977.5,797.8,15.9,0.335,18.5,,0.0,R. Patel,UTM-3,Pass,
B2024-00394,05/25/2024,Stainless-304 ,Supplier C,Normalized,14.75,20.8,595.7,466.0,46.3,0.471,26.0,,1.0,T. Nguyen,UTM-3,Pass,
B2022-00723,26-Apr-2022,Stainless 304,supplier b,As-Received,13.52,20.8,437.6,380.6,47.1,0.289,25.8,4767.0,3.0,T. Nguyen,UTM-1,Fail,
B2022-00730,15-Dec-2022, Steel4140,Supplier_A,Normalized,18.73,30.5 hrc,988.6,800.8,18.7,0.476,22.2,,,J. Kim,UTM-3,Pass,
B2022-00190,2022-04-24,Stainless 304,Supplier A,As-Received,2.64,23.6,668.7,545.5,42.2,0.389,21.9,264400.0,0.0,M. Chen,HT-4,Pass,
B2022-00623,02/01/2022,Steel 4140,Supplier B,Annealed,14.73,33.6 hrc,737.0,603.0,18.5,0.258,,1780.0,3.0,R. Patel,UTM-1,Fail,
B2022-00716,02-Jun-2022,Steel-4140, Supplier C,Annealed,14.3,30.9,933.1,759.5,18.9,0.413,21.6,21898.0,4.0,M. Chen,HT-4,Pass,
B2024-00477,2024-05-31,Aluminum 6061,Supplier C,Normalized,9.71,11.7,308.3,234.7,17.6,0.438,19.7,21889.0,0.0,M. Chen,UTM-1,Fail,
B2023-01283,13-Sep-2023,Stainless 304,Supplier C,Normalized,3.25,24.2,630.9,499.9,,0.287,26.3,,1.0,T. Nguyen,HT-4,Pass,
B2024-00012,2024-01-15,Steel-4140, Supplier A,Annealed,7.22,31.3,982.6,770.4,16.4,0.399,16.3,,2.0,A. Silva,UTM-1,Pass,
B2022-00430,09/15/2022,Titanium Ti-6Al-4V,Supplier C,Normalized,6.78,38.1,1011.8,748.4,5.6,0.311,23.8,,2.0,J. Kim,UTM-1,Pass,
B2022-01164,2022-02-14,Stainless 304,Supplier C,Quenched & Tempered,14.92,16.3,600.4,490.4,45.7,0.199,23.5,14901.0,4.0,T. Nguyen,UTM-3,Pass,Retest requested
B2023-00079,2023-03-31,COPPER C110 ,Supplier C,Normalized,9.29,8.8,209.8,153.7,34.5,0.317,23.0,105938.0,0.0,R. Patel,UTM-2,Pass,
B2023-01141,2023-10-15,Stainless 304,SUPPLIER C ,Quenched & Tempered,13.72,22.6,668.6,539.3,43.0,0.425,19.2,,0.0,R. Patel,UTM-1,Pass,
B2024-00364,2024-03-29,titanium ti-6al-4v,Supplier C,Normalized,17.75,37.2,1040.4,852.1,9.9,0.333,24.8,,3.0,M. Chen,UTM-1,Pass,
B2023-00302,03/17/2023,Titanium Ti-6Al-4V,Supplier C,Annealed,8.82,32.8,866.0,713.5,12.0,0.317,23.7,,2.0,J. Kim,HT-4,Pass,
B2023-00758,21-Oct-2023,copper c110,Supplier D,Annealed,5.03,9.7,219.3,170.2,31.9,0.361,18.8,48544.0,0.0,A. Silva,HT-4,Fail,
B2023-01311,12-Aug-2023,Aluminum 6061,Supplier D,Quenched & Tempered,3.38,15.0,341.5,268.5,13.0,0.364,20.9,,2.0,R. Patel,UTM-2,Pass,
B2024-01069,2024-05-25,Titanium Ti-6Al-4V,SUPPLIER A ,Normalized,12.58,35.7,856.6,750.5,13.6,0.337,142.5,3412.0,2.0,J. Kim,UTM-1,Fail,
B2022-01344,24-Feb-2022,Titanium Ti-6Al-4V,Supplier C,As-Received,,34.8,994.4,756.1,9.4,0.425,22.0,,0.0,R. Patel,UTM-1,Pass,
B2024-00862,30-Jul-2024,Aluminum 6061,Supplier A,Normalized,13.68,13.6,347.2,285.9,14.6,0.444,27.9,4117.0,4.0,M. Chen,UTM-2,Pass,
B2023-01363,2023-12-25,Aluminum 6061,Supplier C,Quenched & Tempered,13.08,12.2,319.7,258.9,16.0,0.349,22.4,,3.0,R. Patel,UTM-3,Pass,
B2023-00722,28-May-2023,Titanium Ti-6Al-4V,Supplier C,Normalized,12.1,38.0,963.5,827.3,8.9,0.235,21.0,9472.0,2.0,M. Chen,UTM-2,Pass,
B2022-00563,2022-01-07,Copper C110,Supplier D,Normalized,8.73,7.8,210.5,175.2,,0.308,24.8,35607.0,1.0,R. Patel,UTM-2,Pass,
B2024-01297,05/01/2024,Steel 4140,supplier c,Annealed,15.9,34.1,910.8,,,0.285,23.6,,0.0,A. Silva,UTM-3,Pass,
B2022-01002,05/01/2022,Steel 4140,Supplier B,Annealed,8.2,30.5,737.3,562.3,17.3,0.316,16.1,15292.0,1.0,J. Kim,UTM-3,Fail,
B2022-00841,09/16/2022,Steel 4140,supplier b,Quenched & Tempered,21.65,30.8,859.5,717.1,19.0,0.254,22.1,,2.0,A. Silva,UTM-2,Fail,
B2023-00887,03/05/2023,Steel 4140,Supplier C,As-Received,18.8,31.7,919.1,784.3,18.9,0.399,21.1,,0.0,J. Kim,UTM-1,Pass,
B2022-00836,2022-05-08,Titanium Ti-6Al-4V,Supplier B,As-Received,4.0,37.3,758.1,590.0,10.6,0.22,17.7,,1.0,R. Patel,HT-4,Fail,
B2024-01221,2024-05-14,Stainless 304,Supplier_A,Quenched & Tempered,11.7,24.1,725.7,623.3,38.7,0.445,23.6,54865.0,0.0,A. Silva,UTM-3,Pass,
B2023-01180,26-Jul-2023,Steel 4140,supplier b,Annealed,15.9,30.8,672.8,530.3,21.5,0.275,25.8,6692.0,2.0,A. Silva,UTM-2,Fail,
B2024-00013,30-Jun-2024,Aluminum 6061,Supplier A,Normalized,10.71,11.0,317.2,269.6,14.7,0.304,24.4,,0.0,R. Patel,UTM-3,Pass,
B2022-00806,2022-12-22,ALUMINUM 6061,supplier b,Normalized,9.81,15.1,282.7,216.3,17.3,0.393,16.0,,5.0,J. Kim,HT-4,Fail,
B2023-01169,07/20/2023,Steel 4140, Supplier A,Annealed,14.33,31.3,950.8,698.7,18.1,0.497,23.1,65592.0,0.0,M. Chen,UTM-3,Pass,
B2024-01297,01-May-2024,Steel 4140,Supplier C,Annealed,12.11,29.1,853.6,641.2,21.4,0.37,24.0,,2.0,J. Kim,UTM-1,Fail,
B2024-00295,2024-01-21,Stainless 304,Supplier A,Annealed,8.98,22.9,633.8,493.1,44.8,0.349,17.8,,0.0,M. Chen,UTM-2,Pass,
B2022-01391,27-Oct-2022,Aluminum 6061,Supplier B,Normalized,,13.3HRC,250.8,190.1,12.3,0.421,24.4,,3.0,A. Silva,UTM-1,Fail,Retest requested
B2023-00919,2023-05-05,Titanium Ti-6Al-4V, Supplier D,As-Received,17.0,38.2,1068.9,911.4,6.6,0.399,27.2,60894.0,1.0,R. Patel,UTM-3,Pass,
B2022-01226,05/20/2022,Steel 4140,supplier c,Normalized,17.98,29.8,938.8,743.8,16.6,0.304,20.9,,2.0,T. Nguyen,HT-4,Pass,
B2022-00817,06/23/2022,steel 4140,Supplier C,Normalized,10.76,35.4 hrc,1005.3,850.0,17.3,0.426,19.7,,4.0,T. Nguyen,UTM-1,Pass,
B2024-00600,07-Jun-2024,Aluminum 6061,Supplier C,Normalized,3.02,14.4,338.6,253.6,8.1,0.315,20.8,26476.0,2.0,J. Kim,UTM-3,Pass,
B2022-00162,2022-11-12,titanium ti-6al-4v,Supplier A,Normalized,5.8,35.2 hrc,1007.3,862.8,11.3,0.443,15.9,75021.0,0.0,A. Silva,UTM-3,Pass,
B2023-00912,09/27/2023,Stainless 304,Supplier A,Normalized,12.52,17.3,597.7,475.9,47.4,0.251,27.3,,1.0,A. Silva,UTM-3,Fail,
B2022-01051,2022-06-30,Copper C110,Supplier C,Quenched & Tempered,6.84,7.3 hrc,214.2,160.1,30.2,0.248,22.9,33149.0,0.0,M. Chen,UTM-2,Pass,
B2024-01174,2024-01-29,Stainless 304,Supplier B,Quenched & Tempered,16.69,17.4,522.5,438.1,46.5,0.327,29.6,,2.0,A. Silva,UTM-1,Pass,
B2023-01064,07/30/2023,Aluminum 6061, Supplier A,Quenched & Tempered,3.47,11.2,290.0,232.4,13.5,0.356,161.5,3483.0,3.0,M. Chen,HT-4,Pass,
B2023-01311,08/12/2023,Aluminum 6061,Supplier D,Quenched & Tempered,3.05,11.9,309.3,258.0,11.3,0.254,19.6,,0.0,R. Patel,UTM-3,Pass,
B2023-00002,2023-10-01,Stainless 304,Supplier C,Annealed,10.13,23.2HRC,610.7,480.5,47.2,0.335,24.5,,2.0,T. Nguyen,UTM-2,Pass,
B2023-01396,15-Aug-2023,Copper C110,Supplier_C,Annealed,6.53,11.5,222.0,183.9,33.1,0.279,21.9,31638.0,,A. Silva,HT-4,Pass,
B2023-00786,03-Dec-2023,Steel 4140,Supplier A,As-Received,6.68,31.9,938.1,757.3,15.7,0.328,24.9,,3.0,M. Chen,HT-4,Pass,
B2022-01378,2022-05-18,Stainless 304, Supplier A,Annealed,17.32,22.1,584.1,462.3,47.1,0.353,20.1,,2.0,R. Patel,UTM-1,Pass,
B2022-00042,08-May-2022,Titanium Ti-6Al-4V,Supplier B,Quenched & Tempered,6.58,40.1,894.9,755.2,12.3,0.344,22.3,5129.0,6.0,T. Nguyen,UTM-1,Fail,
B2022-00572,30-Jun-2022,Copper C110,Supplier B,Normalized,6.09,8.6,178.7,132.2,34.8,0.326,19.8,10976.0,2.0,A. Silva,UTM-2,Pass,
B2024-00643,2024-04-05, Stainless304,Supplier A,Normalized,11.07,24.0,667.9,575.7,39.1,0.344,20.6,,0.0,T. Nguyen,HT-4,Pass,
B2022-00315,10/29/2022,Copper-C110,Supplier C,Normalized,7.29,10.5,242.3,215.3,35.0,0.275,24.4,40074.0,0.0,R. Patel,UTM-3,Pass,
B2022-00757,04-Mar-2022,Copper-C110,Supplier D,Annealed,2.4,7.3,229.4,204.1,33.7,0.455,24.2,50155.0,0.0,R. Patel,UTM-3,Fail,
B2022-00399,09-Feb-2022,copper c110,Supplier_A,Normalized,3.87,8.6HRC,215.4,167.0,33.8,0.316,23.6,,1.0,M. Chen,UTM-1,Pass,
B2024-01354,2024-05-07,Stainless 304,Supplier B,Normalized,15.62,23.2,497.8,397.5,44.6,0.307,24.8,,1.0,J. Kim,UTM-3,Fail,
B2024-00215,2024-05-31,titanium ti-6al-4v,Supplier B,Quenched & Tempered,15.55,33.6 hrc,821.1,645.6,14.6,0.4,20.9,14233.0,,R. Patel,HT-4,Fail,
B2022-00550,03/02/2022,Stainless 304,Supplier D,As-Received,10.87,23.0,593.0,496.7,43.3,0.153,20.8,,1.0,R. Patel,UTM-3,Pass,
B2022-00957,2022-06-12,Aluminum 6061,Supplier_B,As-Received,3.58,14.7,243.4,205.8,13.1,0.348,25.6,,4.0,T. Nguyen,UTM-1,Fail,
B2022-00484,09/26/2022,Stainless 304,Supplier B,Quenched & Tempered,12.77,23.3 hrc,538.8,435.2,46.0,0.274,26.6,44942.0,0.0,T. Nguyen,UTM-3,Fail,
B2022-01203,21-Aug-2022,Stainless 304,Supplier C,As-Received,8.5,22.4,645.1,518.2,43.4,0.516,19.2,43675.0,2.0,M. Chen,HT-4,Pass,
B2023-00207,11/18/2023,Stainless 304,Supplier B,Quenched & Tempered,6.17,25.8,468.1,391.9,50.2,0.308,145.4,3584.0,2.0,M. Chen,HT-4,Fail,
B2023-00161,2023-05-22, Steel4140,Supplier B,As-Received,6.57,33.0HRC,803.0,677.4,20.5,0.387,21.9,,8.0,A. Silva,HT-4,Fail,
B2024-00683,02/27/2024,Steel 4140,Supplier B,As-Received,9.76,29.1,548.7,,25.9,0.319,152.6,1296.0,1.0,A. Silva,UTM-1,Fail,
B2022-00265,13-Mar-2022,Titanium Ti-6Al-4V,Supplier A,Annealed,15.66,37.2 hrc,949.7,756.0,11.0,0.361,30.3,68466.0,0.0,J. Kim,UTM-3,Pass,
B2023-01097,2024-01-01,COPPER C110 ,Supplier C,Normalized,2.12,7.7 HRC,204.2,177.0,30.4,0.276,24.8,,2.0,T. Nguyen,UTM-2,Fail,
B2023-00239,08/02/2023,Aluminum 6061,Supplier A,Quenched & Tempered,5.97,14.4,277.5,205.0,16.2,0.232,135.5,37089.0,0.0,R. Patel,UTM-2,Fail,
B2022-00675,15-Nov-2022,Titanium Ti-6Al-4V,Supplier D,Normalized,15.89,36.5,972.5,843.7,13.9,0.184,29.2,37264.0,0.0,J. Kim,UTM-3,Pass,
B2023-01210,2023-12-12,steel 4140,Supplier D,Quenched & Tempered,10.36,32.4 HRC,1140.3,986.2,15.4,0.411,22.3,29667.0,1.0,M. Chen,UTM-1,Pass,
B2023-01188,2023-07-01,Steel 4140,Supplier A,As-Received,13.59,35.9,1075.9,906.9,16.7,0.336,25.9,,0.0,M. Chen,UTM-3,Pass,
B2022-00438,08/22/2022,Steel 4140,Supplier A,Annealed,8.03,32.3,900.5,776.6,21.6,0.306,21.6,,0.0,J. Kim,UTM-1,Pass,
B2022-00924,2022-03-02,Aluminum 6061,SUPPLIER C ,As-Received,10.18,15.3,322.5,268.4,16.9,0.472,20.3,,1.0,A. Silva,UTM-1,Pass,
B2022-01383,2023-01-02,Titanium Ti-6Al-4V,Supplier C,Normalized,,36.7,1011.2,849.9,9.7,0.287,21.7,,1.0,R. Patel,HT-4,Pass,
B2022-01019,2022-03-18, TitaniumTi6Al4V,Supplier B,As-Received,7.08,40.2 HRC,695.6,564.3,18.1,0.447,169.6,2647.0,2.0,R. Patel,HT-4,Fail,
B2023-00971,18-Dec-2023,Stainless 304,Supplier C,Normalized,4.71,21.7,643.0,494.4,48.1,0.47,23.6,,1.0,T. Nguyen,UTM-1,Pass,
B2022-00437,12/09/2022,Copper C110,Supplier A,Normalized,9.1,9.0,239.3,208.4,35.2,0.389,21.6,,,A. Silva,HT-4,Pass,
B2024-00900,24-Feb-2024,Copper C110,Supplier A,Normalized,7.16,6.5 hrc,216.9,187.3,35.8,0.432,15.1,,0.0,A. Silva,UTM-3,Pass,
B2022-01321,07/07/2022, Steel4140,Supplier D,Normalized,23.08,29.1 hrc,926.8,753.5,19.1,0.164,25.3,,0.0,T. Nguyen,HT-4,Pass,
B2023-00793,2023-03-10,Steel 4140,Supplier A,Normalized,16.16,34.7,1010.6,849.1,15.6,0.371,16.6,,0.0,M. Chen,UTM-3,Pass,
B2022-01145,2022-12-05,Aluminum 6061,Supplier A,As-Received,11.93,10.7,295.1,221.4,18.3,0.342,24.4,,1.0,J. Kim,UTM-3,Pass,
B2023-00021,2023-03-21,TITANIUM TI-6AL-4V ,Supplier C,As-Received,17.0,36.3,932.1,727.3,15.7,0.363,23.3,7444.0,2.0,M. Chen,UTM-2,Pass,
B2022-00827,2022-01-21,Steel-4140,Supplier A,Annealed,19.2,30.8,984.5,792.7,17.7,0.346,24.3,,1.0,M. Chen,UTM-1,Pass,
B2023-00429,05/13/2023, Stainless304,Supplier D,As-Received,3.12,21.4 hrc,591.3,496.8,45.9,0.473,22.6,18827.0,2.0,R. Patel,HT-4,Pass,
B2023-00338,09/04/2023,Stainless 304,Supplier A,As-Received,16.92,24.6,656.8,581.8,45.7,0.425,20.0,66758.0,2.0,T. Nguyen,UTM-3,Pass,
B2024-00732,2024-02-12,Steel 4140,Supplier B,Normalized,9.72,26.0,718.9,576.7,23.8,0.389,24.5,,4.0,M. Chen,UTM-1,Fail,
B2023-00558,12/10/2023,Stainless 304,Supplier B,Normalized,12.51,21.1,468.5,406.8,47.1,0.213,26.2,,5.0,M. Chen,UTM-3,Fail,
B2024-00263,23-Apr-2024,Steel 4140,Supplier C,Normalized,12.2,30.8,963.7,820.6,21.3,0.466,18.4,56121.0,1.0,M. Chen,UTM-1,Fail,
B2023-01198,2023-11-27,Titanium Ti-6Al-4V,Supplier C,Annealed,8.07,40.8 hrc,925.6,711.2,8.9,0.29,23.6,,,T. Nguyen,UTM-3,Pass,
B2022-00169,20-Aug-2022,Steel 4140,Supplier C,Annealed,24.07,27.5,815.5,638.6,23.9,0.347,20.9,8405.0,1.0,J. Kim,HT-4,Fail,Grain flow irregular near edge
